Ad-blocked,Cookies,Countries,Domains,HTTPS,IPs,IPv6,JSGlobalVar,Malicious,No-class Tags,OutGoingLinks,Requests,Size,Subdomains,Tags,Title,Transfer,URL,UUID,Unnamed: 0.1,a,class Tags,div,external_script,folder,form,httponly,iframe,img,input,internal_script,label,script,secure,sensitive,session,session & httponly,source,textarea,hash_value,span,button,sensitive_case1,sensitive_case2,sensitive_case3,sensitive_case5,sensitive_case6,sensitive_case4
0.0,5.0,4.0,9.0,100.0,7.0,89.0,23.0,0.0,42.0,1.0,13.0,1184.0,10.0,57.0,Tunnel offline | Burrow.io,326.0,https://portaltransaccionalclavedinamicaseguridadbancaria.burrow.io/sucursalpersonas.transaccionesbancolombia.co/cb/pages/jsp/home/,7bb739b4-4f3a-4da6-b28b-b85619be6a01,47.0,2.0,15.0,8.0,4.0,20200830.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,1.0,PT,0.0,b21413e7c9ba8860ae50186be4f238cbd6f5325f,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,2.0,3.0,20.0,2.0,50.0,1.0,0.0,25.0,21.0,5.0,326.0,3.0,119.0,WhatsApp Group Invite,129.0,http://groups-wa18.ezua.com/,afa1de69-9e2a-4170-a533-cf9e6cb35e6b,48.0,23.0,94.0,27.0,0.0,20200830.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,PT,0.0,a39a57569e0ed7618b557a8d2978b231d61ff2db,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,3.0,2.0,6.0,98.0,8.0,57.0,100.0,0.0,220.0,20.0,41.0,5767.0,8.0,288.0,Facebook - Log In or Sign Up,1335.0,https://whoreson-delays.000webhostapp.com/,ded2f2cc-4e5d-4095-8c61-b6fd1512bf2b,49.0,49.0,68.0,43.0,22.0,20200830.0,1.0,0.0,0.0,3.0,5.0,17.0,1.0,39.0,1.0,1.0,0.0,0.0,PT,0.0,99d66f4f588745305b9883b605e216789d0c32dc,9.0,1.0,1.0,0.0,0.0,0.0,1.0,
0.0,2.0,2.0,6.0,100.0,6.0,50.0,31.0,0.0,33.0,22.0,9.0,588.0,7.0,127.0,WhatsApp Group Invite,208.0,https://zoin-grub-bokep-18-2020.000webhostapp.com/,19a53231-a7e3-4ee2-b853-d5bbba4122db,50.0,24.0,94.0,29.0,2.0,20200830.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,PT,0.0,e8af5651c0d406d02c78c167e36cb0ba9aeb3c63,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,2.0,2.0,6.0,100.0,6.0,50.0,31.0,0.0,33.0,22.0,9.0,551.0,7.0,127.0,WhatsApp Group Invite,171.0,https://greatafterbefore77.000webhostapp.com/,d59d1e35-3e32-410f-b81b-a59d86cfde8e,51.0,24.0,94.0,29.0,2.0,20200830.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,PT,0.0,06108344c6a8fe9b066fece6d5ad6ce8b3ca868c,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,5.0,4.0,14.0,93.0,15.0,75.0,100.0,0.0,214.0,20.0,56.0,5734.0,16.0,282.0,Facebook - ÄÄƒng nháº­p hoáº·c Ä‘Äƒng kÃ½,1453.0,http://xuanvu1409.000webhostapp.com/,e20ad8ae-7684-4a28-ae87-7d229853688c,52.0,49.0,68.0,44.0,19.0,20200830.0,1.0,0.0,1.0,3.0,5.0,16.0,1.0,35.0,0.0,1.0,0.0,0.0,PT,0.0,6fd5c1fded97e1e6ab905fdec7994921cb91f4cf,9.0,1.0,1.0,0.0,0.0,0.0,0.0,
0.0,6.0,4.0,14.0,98.0,15.0,75.0,100.0,0.0,214.0,20.0,56.0,5734.0,16.0,282.0,Facebook - ÄÄƒng nháº­p hoáº·c Ä‘Äƒng kÃ½,1451.0,https://xuanvu1409.000webhostapp.com/,8c568f83-746a-4682-aa68-8268903a1c49,53.0,49.0,68.0,44.0,19.0,20200830.0,1.0,0.0,1.0,3.0,5.0,16.0,1.0,35.0,1.0,1.0,0.0,0.0,PT,0.0,6fd5c1fded97e1e6ab905fdec7994921cb91f4cf,9.0,1.0,1.0,0.0,0.0,0.0,0.0,
0.0,5.0,4.0,16.0,93.0,14.0,75.0,101.0,0.0,217.0,20.0,58.0,6366.0,19.0,281.0,Facebook - Inicia sesiÃ³n o regÃ­strate,1531.0,http://funapersonas.000webhostapp.com/,3236233f-42c0-4fb0-9c35-556b8167abbc,54.0,49.0,64.0,41.0,21.0,20200830.0,1.0,0.0,1.0,3.0,5.0,16.0,1.0,37.0,0.0,1.0,0.0,0.0,PT,0.0,730eddf22921cc76a1574ebdc5e975d552add132,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
0.0,2.0,2.0,6.0,56.0,6.0,50.0,31.0,0.0,34.0,22.0,9.0,589.0,7.0,128.0,WhatsApp Group Invite,209.0,http://kkenpordgrtiss.000webhostapp.com/,03aa34d4-f692-43a8-82c3-b938ad13cefb,55.0,24.0,94.0,29.0,2.0,20200830.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,PT,0.0,9c4a0e82208edd71b918237e6228d5af7e5a390e,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,2.0,2.0,6.0,56.0,6.0,50.0,31.0,0.0,33.0,22.0,9.0,551.0,7.0,127.0,WhatsApp Group Invite,171.0,http://janganragu18.000webhostapp.com/,6d59ecc5-2826-4d9e-bd7b-6179fa0277bc,56.0,24.0,94.0,29.0,2.0,20200830.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,PT,0.0,06108344c6a8fe9b066fece6d5ad6ce8b3ca868c,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,2.0,2.0,100.0,2.0,50.0,3.0,0.0,18.0,0.0,5.0,413.0,2.0,21.0,Equa Bank,361.0,https://opuluxe.in/eqq/e3e576a0b2bv14732Fbv14732F42001v10196a0b2bv14732Fbv14732F45d/87cafd36152ae16e5bd4ccd0c1cb6c56/,c36f0b69-6c92-487c-9355-0948453e71b6,57.0,0.0,3.0,4.0,1.0,20200830.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,PT,0.0,1a0fcedb4a68c62784c1b5a784c5de23ada1ee2a,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,0.0,2.0,2.0,100.0,2.0,50.0,3.0,0.0,18.0,0.0,5.0,413.0,2.0,21.0,Equa Bank,360.0,https://opuluxe.in/eqq/e3e576a0b2bv14732Fbv14732F42001v10196a0b2bv14732Fbv14732F45d/87cafd36152ae16e5bd4ccd0c1cb6c56/login.php?cmd=login_submit&id=62a1501afd107f44cb0d708a45b95e9262a1501afd107f44cb0d708a45b95e92&session=62a1501afd107f44cb0d708a45b95e9262a1501afd107f44cb0d708a45b95e92,0662f6fd-32ac-413e-96a5-06646e100107,58.0,0.0,3.0,4.0,1.0,20200830.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,PT,0.0,1a0fcedb4a68c62784c1b5a784c5de23ada1ee2a,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,5.0,3.0,10.0,44.0,11.0,67.0,37.0,0.0,419.0,49.0,41.0,1965.0,11.0,599.0,Facebook â€“ log in or sign up,693.0,http://knljnjonbojbojl.000webhostapp.com/,7a0db42a-5a69-4350-8504-0a20c0c73a5c,59.0,56.0,180.0,116.0,17.0,20200830.0,2.0,0.0,4.0,5.0,44.0,18.0,1.0,35.0,0.0,1.0,0.0,0.0,PT,0.0,8bd6b5798f96069c37f25fb06b99991773088bdd,18.0,2.0,1.0,0.0,0.0,0.0,1.0,
0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,15.0,1.0,3.0,21.0,1.0,29.0,404 Not Found,19.0,http://nsbdqwhwa6.com/amazon/ff7ec/,574da5ce-29fb-416e-899c-864fbbe72348,60.0,2.0,14.0,6.0,0.0,20200830.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,PT,0.0,b3771439ae194f5604de56b9e91c3b77428508dc,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,5.0,3.0,10.0,100.0,9.0,82.0,14.0,0.0,16.0,4.0,14.0,366.0,10.0,56.0,Website sleeping | 000webhost,137.0,https://onlinesecureadcbpre.000webhostapp.com/,229faa7d-0849-4d37-be48-ffcd8b25c4f0,61.0,6.0,40.0,21.0,2.0,20200830.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,PT,0.0,9e2f8d5a84f7b41d6eda6fc8a264e67fca981959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,5.0,3.0,10.0,100.0,8.0,80.0,14.0,0.0,16.0,4.0,14.0,366.0,10.0,56.0,Website sleeping | 000webhost,137.0,https://onlinesecureadcbpre.000webhostapp.com/prelogin.php?Ske2V44AfxKQJFutmWjTULhlwXFEzpuMtEGHwxjVfVwCBXRpgh75beIsjvl3dxYj7UQtdXOQLB2k3Fdiwnjz8ElZJe0Nigw5LeZbqFcvHjFa8iJ02SJ6G4FvCiWCUKj8YwKQqSLas70o9EEclK9eUvMjwVGF7e3r,3b35f8a8-1339-4d13-8fca-7f32ccbf94a8,62.0,6.0,40.0,21.0,2.0,20200830.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,PT,0.0,9e2f8d5a84f7b41d6eda6fc8a264e67fca981959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,1.0,100.0,1.0,100.0,1.0,0.0,101.0,44.0,10.0,958.0,1.0,169.0,Facebook â€“ log in or sign up,287.0,https://laura43grappini.000webhostapp.com/,8c4971de-7a1c-481c-8969-b0cde0d2468c,63.0,48.0,68.0,38.0,0.0,20200830.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,PT,0.0,fa35534c09844fae021c4711b2a4cbcf484f5a60,8.0,1.0,1.0,0.0,0.0,0.0,1.0,
0.0,2.0,2.0,6.0,100.0,6.0,50.0,31.0,0.0,33.0,22.0,9.0,588.0,7.0,127.0,WhatsApp Group Invite,208.0,https://dissipative-atoms.000webhostapp.com/,372c6bb6-b643-4616-b4b1-9dfbec04493a,64.0,24.0,94.0,29.0,2.0,20200830.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,PT,0.0,e8af5651c0d406d02c78c167e36cb0ba9aeb3c63,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,2.0,2.0,6.0,100.0,6.0,50.0,31.0,0.0,33.0,22.0,9.0,602.0,7.0,127.0,WhatsApp Group Invite,222.0,https://grup-whatsaapp-budi01gaming-asli-2020.000webhostapp.com/,2755c165-c03b-4464-a78d-4908ec62a885,65.0,24.0,94.0,29.0,2.0,20200830.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,PT,0.0,008561f54ec24749db4be860d2874ad5da10d558,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,2.0,2.0,6.0,100.0,6.0,50.0,31.0,0.0,33.0,22.0,9.0,588.0,7.0,127.0,WhatsApp Group Invite,208.0,https://grubwadewasa834569.000webhostapp.com/,51eefa15-4ad2-42e6-b764-91d9f5438a06,66.0,24.0,94.0,29.0,2.0,20200830.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,PT,0.0,e8af5651c0d406d02c78c167e36cb0ba9aeb3c63,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,5.0,3.0,10.0,93.0,9.0,82.0,14.0,0.0,16.0,4.0,14.0,366.0,10.0,56.0,Website sleeping | 000webhost,137.0,http://unsac.000webhostapp.com/,a03ce08f-c7f9-487d-a405-dd76a90ece15,67.0,6.0,40.0,21.0,2.0,20200830.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,PT,0.0,9e2f8d5a84f7b41d6eda6fc8a264e67fca981959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,5.0,3.0,10.0,100.0,8.0,80.0,14.0,0.0,16.0,4.0,14.0,366.0,10.0,56.0,Website sleeping | 000webhost,137.0,https://unsac.000webhostapp.com/,20f88a75-0bad-403b-8ee9-555980b87d4c,68.0,6.0,40.0,21.0,2.0,20200830.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,PT,0.0,9e2f8d5a84f7b41d6eda6fc8a264e67fca981959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2.0,2.0,100.0,2.0,0.0,1.0,0.0,21.0,3.0,2.0,13.0,2.0,24.0,CT8.pl - Darmowy hosting WWW - 403 Strona zablokowana,12.0,https://faceboook.ct8.pl/,80a76ae9-7613-4454-b5bc-f985b391f832,69.0,4.0,3.0,3.0,0.0,20200830.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,PT,0.0,784b5a0c794bae4dbed68d095a4eeb5ca083079d,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,4.0,67.0,3.0,0.0,12.0,0.0,469.0,3.0,18.0,49.0,5.0,550.0,Chase Online - Customer Center,8.0,http://www.msisupply.com/Validation%20Form.htm,643de99d-a352-479a-86b5-ae0d9c58d021,70.0,10.0,81.0,11.0,2.0,20200830.0,1.0,0.0,0.0,4.0,19.0,9.0,1.0,11.0,0.0,1.0,0.0,0.0,PT,0.0,5bbb2c2f1f18cf098c71c7f9233cae2b1412a873,17.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,0.0,2.0,4.0,50.0,4.0,75.0,5.0,0.0,24.0,0.0,8.0,317.0,4.0,39.0,Consumer Banking | Personal Banking | U.S. Bank,90.0,http://usbank-link-mupyndtfft---com.illmickelsonbeats.com/getStep.php?id=70e205f85aaf7498f4ba58c8d7fd244f,ab49f2ec-36da-4777-a77f-b824801644f1,71.0,0.0,15.0,8.0,3.0,20200830.0,1.0,0.0,0.0,2.0,6.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,PT,0.0,584dbd5a17e68ba361702f7c3f217803c47855b6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,2.0,2.0,6.0,56.0,6.0,50.0,31.0,0.0,33.0,22.0,9.0,588.0,7.0,127.0,WhatsApp Group Invite,208.0,http://untethered-drift.000webhostapp.com/24Jam/,f83d6e98-0ed9-449f-a62b-5db1f1e2d64c,72.0,24.0,94.0,29.0,2.0,20200830.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,PT,0.0,e8af5651c0d406d02c78c167e36cb0ba9aeb3c63,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,2.0,2.0,6.0,56.0,6.0,50.0,31.0,0.0,33.0,22.0,9.0,588.0,7.0,127.0,WhatsApp Group Invite,208.0,http://untethered-drift.000webhostapp.com/24Jam/,234c0a91-9ae9-44d7-9e63-482cf8c4fae8,73.0,24.0,94.0,29.0,2.0,20200830.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,PT,0.0,e8af5651c0d406d02c78c167e36cb0ba9aeb3c63,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,2.0,3.0,10.0,93.0,8.0,80.0,14.0,0.0,16.0,4.0,14.0,366.0,10.0,56.0,Website sleeping | 000webhost,137.0,http://unsac.000webhostapp.com/login.html,473fffac-3919-4bfb-a134-e4f4dea54d47,74.0,6.0,40.0,21.0,2.0,20200830.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,PT,0.0,9e2f8d5a84f7b41d6eda6fc8a264e67fca981959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2.0,2.0,25.0,2.0,50.0,1.0,0.0,20.0,2.0,4.0,321.0,2.0,65.0,Netflix,210.0,http://uknetflixplan.com/Login.php?sessionID=p5gUTb1bisfuP7schDCn7EpVykM7yYI36gSu60UaTyUWbRtv8LIBov4Hjo4baS4xdbBDllQ5ko0QBrpHoauitKn7oPIugNXFO635&amp;error=Login,ba69825a-ef0c-4e17-92bb-fed8f3d277f7,75.0,5.0,45.0,23.0,0.0,20200830.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,PT,0.0,529dffadbdf25ec043a20f44bb4ebee78698721e,6.0,2.0,1.0,0.0,0.0,0.0,1.0,
0.0,0.0,1.0,1.0,0.0,1.0,100.0,1.0,0.0,12.0,0.0,3.0,91.0,1.0,12.0,SociÃ©tÃ© GÃ©nÃ©rale | Connexion,91.0,http://u834354lmi.ha004.t.justns.ru/dinjesp/cesn/30bde/,761ecd5f-01fe-48d7-9f2f-46a0af406c6a,76.0,0.0,0.0,3.0,0.0,20200830.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,PT,0.0,f2d45133652ea777123833ca405e94ab633b5e5a,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,0.0,1.0,1.0,0.0,1.0,100.0,1.0,0.0,12.0,0.0,3.0,91.0,1.0,12.0,SociÃ©tÃ© GÃ©nÃ©rale | Connexion,91.0,http://u834354lmi.ha004.t.justns.ru/dinjesp/cesn/30bde/,5b4eefe4-9eee-4436-baf1-992d6f38e399,77.0,0.0,0.0,3.0,0.0,20200830.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,PT,0.0,f2d45133652ea777123833ca405e94ab633b5e5a,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,1.0,1.0,1.0,100.0,1.0,0.0,5.0,0.0,27.0,0.0,10.0,260.0,1.0,49.0,Netflix,262.0,https://www.bludomain9.com/silazevedo/en/77HaFKdmge2Uf3LZRB77HaFKdmge2Uf3LZRB6WmxKjKAu9X7wdgNJGUkewPS8U3Bqz3YPTcuCS6WmxKjKAu9X7wdgNJGUkewPS8U3Bqz3YPTcuCS/sign-in/b45232282ea62bfccffbd5350317e7e2/,4f492bfd-8fde-4f96-8fc1-9f04036677ad,78.0,1.0,22.0,22.0,1.0,20200830.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,PT,0.0,cf1bf559a5174373c0c75e8382b36622d0c6a7cf,3.0,1.0,1.0,0.0,0.0,0.0,1.0,
0.0,1.0,1.0,1.0,100.0,1.0,0.0,5.0,0.0,27.0,0.0,10.0,260.0,1.0,49.0,Netflix,262.0,https://www.bludomain9.com/silazevedo/en/77HaFKdmge2Uf3LZRB77HaFKdmge2Uf3LZRB6WmxKjKAu9X7wdgNJGUkewPS8U3Bqz3YPTcuCS6WmxKjKAu9X7wdgNJGUkewPS8U3Bqz3YPTcuCS/sign-in/b45232282ea62bfccffbd5350317e7e2/,286a8a88-5603-4004-946f-43005a8bcbd6,79.0,1.0,22.0,22.0,1.0,20200830.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,PT,0.0,fab689c35409b59357972ed00ddaad62652033ad,3.0,1.0,1.0,0.0,0.0,0.0,1.0,
0.0,1.0,1.0,1.0,100.0,1.0,0.0,5.0,0.0,27.0,0.0,10.0,260.0,1.0,49.0,Netflix,262.0,https://www.bludomain9.com/silazevedo/en/77HaFKdmge2Uf3LZRB77HaFKdmge2Uf3LZRB6WmxKjKAu9X7wdgNJGUkewPS8U3Bqz3YPTcuCS6WmxKjKAu9X7wdgNJGUkewPS8U3Bqz3YPTcuCS/sign-in/a274315e1abede44d63005826249d1df/,79c0f152-e9a9-4442-b26c-d1ecf475f27d,80.0,1.0,22.0,22.0,1.0,20200830.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,PT,0.0,1924558a6c353658292869769bca57847c526b9b,3.0,1.0,1.0,0.0,0.0,0.0,1.0,
0.0,1.0,1.0,1.0,100.0,1.0,0.0,5.0,0.0,27.0,0.0,10.0,260.0,1.0,49.0,Netflix,262.0,https://www.bludomain9.com/silazevedo/en/77HaFKdmge2Uf3LZRB77HaFKdmge2Uf3LZRB6WmxKjKAu9X7wdgNJGUkewPS8U3Bqz3YPTcuCS6WmxKjKAu9X7wdgNJGUkewPS8U3Bqz3YPTcuCS/sign-in/a274315e1abede44d63005826249d1df/,7834edc9-8a11-469b-90c8-3a86e5b709e3,81.0,1.0,22.0,22.0,1.0,20200830.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,PT,0.0,bd5b308980f9505cb3611f56e6241835a8cbed02,3.0,1.0,1.0,0.0,0.0,0.0,1.0,
0.0,0.0,1.0,1.0,100.0,1.0,0.0,5.0,0.0,27.0,0.0,10.0,260.0,1.0,49.0,Netflix,262.0,https://www.bludomain9.com/silazevedo/en/77HaFKdmge2Uf3LZRB77HaFKdmge2Uf3LZRB6WmxKjKAu9X7wdgNJGUkewPS8U3Bqz3YPTcuCS6WmxKjKAu9X7wdgNJGUkewPS8U3Bqz3YPTcuCS/sign-in/a133710cb2bedc27da8daaadb931553b/,052b1f4c-0ec5-4136-8460-27b50c7b441e,82.0,1.0,22.0,22.0,1.0,20200830.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,PT,0.0,98df18b36f32366a419f1ed55b6910ef4e0ebef3,3.0,1.0,1.0,0.0,0.0,0.0,1.0,
0.0,0.0,1.0,1.0,100.0,1.0,0.0,5.0,0.0,27.0,0.0,10.0,260.0,1.0,49.0,Netflix,262.0,https://www.bludomain9.com/silazevedo/en/77HaFKdmge2Uf3LZRB77HaFKdmge2Uf3LZRB6WmxKjKAu9X7wdgNJGUkewPS8U3Bqz3YPTcuCS6WmxKjKAu9X7wdgNJGUkewPS8U3Bqz3YPTcuCS/sign-in/a133710cb2bedc27da8daaadb931553b/,8f703789-16f9-4874-8c7a-42e573d88198,83.0,1.0,22.0,22.0,1.0,20200830.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,PT,0.0,dcc9e4cda5efd2420bef41098b5035348fd544b4,3.0,1.0,1.0,0.0,0.0,0.0,1.0,
0.0,0.0,1.0,1.0,100.0,1.0,0.0,5.0,0.0,27.0,0.0,10.0,260.0,1.0,49.0,Netflix,262.0,https://www.bludomain9.com/silazevedo/en/77HaFKdmge2Uf3LZRB77HaFKdmge2Uf3LZRB6WmxKjKAu9X7wdgNJGUkewPS8U3Bqz3YPTcuCS6WmxKjKAu9X7wdgNJGUkewPS8U3Bqz3YPTcuCS/sign-in/58155fc7f528a19b9fc3599b65047290/,40fda8d9-208f-40f8-ae11-bf0967757eab,84.0,1.0,22.0,22.0,1.0,20200830.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,PT,0.0,d72184b37f8c3e50b45375e59e15e3f494e14174,3.0,1.0,1.0,0.0,0.0,0.0,1.0,
0.0,1.0,1.0,1.0,100.0,1.0,0.0,5.0,0.0,27.0,0.0,10.0,260.0,1.0,49.0,Netflix,262.0,https://www.bludomain9.com/silazevedo/en/77HaFKdmge2Uf3LZRB77HaFKdmge2Uf3LZRB6WmxKjKAu9X7wdgNJGUkewPS8U3Bqz3YPTcuCS6WmxKjKAu9X7wdgNJGUkewPS8U3Bqz3YPTcuCS/sign-in/58155fc7f528a19b9fc3599b65047290/,3a557b67-22a1-4e67-9d79-fa71d0670a85,85.0,1.0,22.0,22.0,1.0,20200830.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,PT,0.0,056b90959903f427eeee50d864a26e855a348670,3.0,1.0,1.0,0.0,0.0,0.0,1.0,
0.0,0.0,2.0,4.0,100.0,4.0,75.0,5.0,0.0,15.0,0.0,7.0,307.0,4.0,26.0,Sign In,79.0,https://williamgeoffrey.com/index2.php?cmd=3Dlogin_submit&amp;id=3D4d2adf496a3e=,f897ca02-730e-47da-9f99-575e9684db6e,86.0,1.0,11.0,7.0,3.0,20200830.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,PT,0.0,85d5e6245e3b0e9aadb1165507b19598d02e32e5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,
0.0,5.0,3.0,10.0,100.0,9.0,82.0,14.0,0.0,16.0,4.0,14.0,366.0,10.0,56.0,Website sleeping | 000webhost,137.0,https://unsac.000webhostapp.com/login.html,4c84a9b8-5393-44db-bacb-20f1f07d7be4,87.0,6.0,40.0,21.0,2.0,20200830.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,PT,0.0,9e2f8d5a84f7b41d6eda6fc8a264e67fca981959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,2.0,100.0,3.0,0.0,1.0,0.0,17.0,0.0,3.0,409.0,2.0,36.0,Uber,270.0,https://uberassistance.info/wrong_email.php,b455dc9c-02e1-4232-b4b1-496b2554e301,88.0,2.0,19.0,11.0,0.0,20200830.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,PT,0.0,4742bb47b4b40b3f100925ae4dc5629422facc44,1.0,1.0,1.0,0.0,0.0,0.0,1.0,
0.0,5.0,4.0,9.0,100.0,7.0,90.0,23.0,0.0,42.0,1.0,13.0,1184.0,10.0,57.0,Tunnel offline | Burrow.io,325.0,https://portaltransaccionalclavedinamicaseguridadbancaria.burrow.io/sucursalpersonas.transaccionesbancolombia.co/mua/USER?scis=oFT/XfoHGCCjEyy/368D2uabxI8ruO6YUPDaM2RGhaQ=,34e9ce54-ead6-4b33-9e46-786911407fcd,89.0,2.0,15.0,8.0,4.0,20200830.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,1.0,PT,0.0,7e18e322215281f341d5a623ceee5a1b82a9dea7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,4.0,4.0,9.0,100.0,7.0,90.0,23.0,0.0,42.0,1.0,13.0,1184.0,10.0,57.0,Tunnel offline | Burrow.io,324.0,https://portaltransaccionalclavedinamicaseguridadbancaria.burrow.io/sucursalpersonas.transaccionesbancolombia.co/mua/USER?scis=8%20qYJYZqKArW10T1FKEKmHcpI0IEY6iQVvy9eIq8qq0=,7939f967-5318-4ec5-a20c-87468071bd9e,90.0,2.0,15.0,8.0,4.0,20200830.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,PT,0.0,5d6c9e5bbaf9c4586316368ecbf426974efa0beb,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
