UUID,label,source,folder,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,Cookies,URL,OutGoingLinks,JSGlobalVar,secure,session,httponly,session & httponly,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,sensitive
c733a6c4-da5f-4062-a8b2-878eb9ce3465,1.0,PT,20200827,13.0,0.0,0.0,8.0,0.0,3.0,3.0,3.0,2.0,99.0,409.0,1.0,http://chaseverification.jjhtgfuel.com/home/drmzta=/,0.0,4.0,0.0,1.0,0.0,0.0,44.0,2.0,0.0,18.0,2.0,2.0,0.0,1.0,3.0,0.0,130.0,70.0,60.0,Sign in - chase-com,1.0
53ec8ed9-0964-437a-8cbf-acbbea05a605,1.0,PT,20200827,13.0,0.0,0.0,8.0,0.0,3.0,3.0,3.0,2.0,99.0,409.0,0.0,http://chaseverification.jjhtgfuel.com/home/drmzta=/,0.0,4.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,18.0,2.0,2.0,0.0,1.0,3.0,0.0,130.0,70.0,60.0,Sign in - chase-com,1.0
1e78a7ce-acc6-4385-8e96-a88693469b78,1.0,PT,20200827,12.0,0.0,0.0,8.0,0.0,3.0,3.0,3.0,2.0,99.0,409.0,0.0,http://chaseverification.jjhtgfuel.com/home/2jimwq=/,0.0,4.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,18.0,2.0,2.0,0.0,1.0,3.0,0.0,130.0,70.0,60.0,Sign in - chase-com,1.0
6586fae1-7e1a-41b0-9228-9b3d7a8bf68d,1.0,PT,20200827,12.0,0.0,0.0,8.0,0.0,3.0,3.0,3.0,3.0,99.0,409.0,0.0,http://chaseverification.jjhtgfuel.com/home/2jimwq=/,0.0,4.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,18.0,2.0,2.0,0.0,1.0,3.0,0.0,130.0,70.0,60.0,Sign in - chase-com,1.0
ca0e423a-9dd6-46de-bdd6-6709e4992ca5,1.0,PT,20200827,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,7.0,0.0,http://alloymammary.com/js/FBG/,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,509 Bandwidth Limit Exceeded,0.0
792b3fbf-63c8-4c5e-a84b-a7b46408e613,1.0,PT,20200827,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,7.0,0.0,http://alloymammary.com/js/FBG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,509 Bandwidth Limit Exceeded,0.0
39b87470-389b-4af4-a2d2-5693efc853f2,1.0,PT,20200827,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,387.0,418.0,0.0,http://ak-kennel.com/webstruct/bankofamerica/secquestion.php,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,80.0,76.0,4.0,Bank of America,1.0
a5df9f85-691d-4da9-a199-58c77869b10a,1.0,PT,20200827,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,384.0,386.0,0.0,http://ak-kennel.com/webstruct/bankofamerica/fullz.php,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,0.0,23.0,19.0,4.0,Bank of America,1.0
edcc675a-573a-42ea-9e9c-316afaf19295,1.0,PT,20200827,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,383.0,384.0,0.0,http://ak-kennel.com/webstruct/bankofamerica/error.php,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,16.0,12.0,4.0,Bank of America,1.0
eb0043d4-2b2e-4e54-8400-81696129be5d,1.0,PT,20200827,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,371.0,372.0,0.0,http://ak-kennel.com/webstruct/bankofamerica/empass.php,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,16.0,12.0,4.0,Bank of America,1.0
d06ea2ef-b59d-42b6-9d6a-33e7a5e3671d,1.0,PT,20200827,18.0,0.0,0.0,67.0,33.0,4.0,6.0,4.0,3.0,289.0,974.0,1.0,http://98.126.215.108/ap/signin?key=a@b.c&amp;openid.assoc_handle=jpflex&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.mode=checkid_setup&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;openid.pape.max_auth_age=0&amp;openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&amp;ref_=nav_em_hd_clc_signin&amp;ref_=nav_em_hd_clc_signinopenid.ns=http://specs.openid.net/auth/2.0,9.0,66.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,10.0,18.0,7.0,11.0,2.0,12.0,0.0,103.0,43.0,60.0,Amazonãƒ­ã‚°ã‚¤ãƒ³,1.0
61518913-a5cd-4c09-a448-f607a8deec78,1.0,PT,20200827,20.0,0.0,0.0,100.0,25.0,5.0,6.0,3.0,2.0,408.0,1234.0,3.0,http://174.139.126.99/ap/signin?key=a@b.c&amp;openid.assoc_handle=jpflex&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.mode=checkid_setup&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;openid.pape.max_auth_age=0&amp;openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&amp;ref_=nav_em_hd_clc_signin,0.0,69.0,2.0,0.0,0.0,0.0,36.0,2.0,0.0,11.0,21.0,8.0,13.0,2.0,12.0,0.0,113.0,48.0,65.0,Amazonã‚µã‚¤ãƒ³ã‚¤ãƒ³,1.0
fc99f8ef-7189-4321-bc83-e1c7efa103a8,1.0,PT,20200827,1.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,https://www.zonasegurainisiaenwebreactivaelperu.com/iniciar-sesion,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,404 Not Found,0.0
6b8154df-efe5-49cd-9e94-0149f57273dc,1.0,PT,20200827,10.0,0.0,0.0,100.0,0.0,1.0,1.0,2.0,1.0,121.0,437.0,0.0,https://secure249.inmotionhosting.com/~surapo5/prong/compte/fr/login.php,1.0,37.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,29.0,5.0,3.0,2.0,2.0,6.0,0.0,173.0,63.0,110.0,identifiez-vous,1.0
d00ba176-131e-447b-aa4e-44867bd13092,1.0,PT,20200827,8.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,62.0,107.0,1.0,https://en-mondeo-ebasvuruformu.com/,1.0,6.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,51.0,34.0,17.0,Suspected phishing site | Cloudflare,0.0
fc6b936b-f80f-4a8e-8d59-5899471c7cb6,1.0,PT,20200827,15.0,0.0,0.0,100.0,33.0,3.0,3.0,3.0,1.0,516.0,983.0,1.0,https://ee-billingsupports.com/ee/account/,13.0,5.0,0.0,1.0,0.0,0.0,134.0,0.0,0.0,189.0,5.0,2.0,3.0,2.0,6.0,0.0,777.0,246.0,531.0,"
        My EE login
    ",1.0
a1b0353a-e07b-45f0-8405-f30ee9dfb778,1.0,PT,20200827,78.0,0.0,0.0,99.0,18.0,12.0,17.0,16.0,4.0,1351.0,3846.0,12.0,https://limited-ee.com/,192.0,136.0,0.0,8.0,0.0,0.0,229.0,1.0,3.0,452.0,47.0,36.0,11.0,2.0,8.0,0.0,2063.0,843.0,1220.0,"
        My EE login
    ",1.0
0176fb6d-0013-457e-9124-f36e82253ea7,1.0,PT,20200827,15.0,0.0,0.0,100.0,33.0,3.0,3.0,3.0,1.0,516.0,983.0,1.0,https://ee-billingsupports.com/ee/account/,13.0,5.0,0.0,1.0,0.0,0.0,134.0,0.0,0.0,189.0,5.0,2.0,3.0,2.0,6.0,0.0,777.0,246.0,531.0,"
        My EE login
    ",1.0
1b2ec5b0-0700-4d23-a7da-616bafc9fdb1,1.0,PT,20200827,11.0,0.0,0.0,100.0,33.0,3.0,3.0,3.0,2.0,140.0,523.0,3.0,https://invest-brasil.com/app/facebook.com/?lang=en&amp;key=WcBEe9vJTq9q6u4MORByXdYWTI8zUG7aHy1Vow64GYPwJwWFDgpLjgA2xdP0JIHN6bFHz2IfbEtqKWnCFmKuCeRtZqx8pRLc0pR8O1zZsUCg3THD13UxliX8pQ2uZEhs0wGp1ojAj3zMp6JyYGNMd7C6yDDhQkEvH5W1ByscO8mMR5v9Ip5xsAIfiqF3tWp1iSNjSwa9,1.0,17.0,0.0,3.0,0.0,0.0,17.0,1.0,0.0,1.0,10.0,5.0,5.0,1.0,12.0,0.0,60.0,36.0,24.0,Facebook application,1.0
072cfe64-b107-4fec-b3d1-d0069b2e5317,1.0,PT,20200827,11.0,0.0,0.0,100.0,33.0,3.0,3.0,3.0,2.0,140.0,523.0,3.0,https://invest-brasil.com/app/facebook.com/?lang=en&amp;key=ey8Wx2hpOJAT9HoO1Ot8MH5V3LIjiNRS0kGqDllV5jsk8tw7VPbtnvTLwcIm2i1CpzXqhgDXOebNgaRjLKr658FPuj8ToLFgpy4FVDhqoZN5HHh6qxBFFqjdq6aqQgXOP9YwdqsyWZ35Epj1uMx7owQjt0GtaxRH9NtBDxrwOMnfspRjAE5BFYrfw630vDeb0TXNlGU5,1.0,17.0,0.0,3.0,0.0,0.0,17.0,1.0,0.0,1.0,10.0,5.0,5.0,1.0,12.0,0.0,60.0,36.0,24.0,Facebook application,1.0
b4b2e9ca-28fa-4ef9-8dc9-aadcb8743818,1.0,PT,20200827,107.0,0.0,0.0,99.0,33.0,3.0,3.0,4.0,2.0,14664.0,14126.0,2.0,https://httpswwwmyetherwallet.com/,31.0,15.0,2.0,0.0,0.0,0.0,282.0,31.0,1.0,66.0,7.0,4.0,3.0,1.0,13.0,2.0,664.0,303.0,361.0,MyEtherWallet | MEW,1.0
490ae79b-116e-46d6-9ea3-7beccd59bf41,1.0,PT,20200827,14.0,0.0,0.0,100.0,100.0,5.0,6.0,6.0,3.0,228.0,485.0,1.0,https://harmonyrealestate.ae/clients/images/pnfile/0nfile/oneddrive/login-option.php?cmd=login_submit&amp;id=092d6912a20a03e6fb79dbf164c880da092d6912a20a03e6fb79dbf164c880da&amp;session=092d6912a20a03e6fb79dbf164c880da092d6912a20a03e6fb79dbf164c880da,0.0,7.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,27.0,14.0,13.0,OneDrive - File View,0.0
59810e7b-b4e0-4889-8f5b-a80fe4298296,1.0,PT,20200827,11.0,0.0,0.0,82.0,50.0,5.0,5.0,5.0,3.0,773.0,1230.0,1.0,https://funnyplay.xyz/app/facebook.com/?lang=en&amp;key=kiMingFnmT8kg1drqqA80PzuvEsmrnMxoCsqiekt0wRO2zieMirakt4t9qrKsTau0FxLtPakPI9ycSY4iw0AzM4LspIgJbWEp6MyoSn6VgE7r7Nts6GWxBp3tajhJb9iQFK8LUNlHTJacqjSiQ0stU6JsJzFsErE2BxmnpCuUjd0FjSQ3tATu5HG3OHS1hj9iiHeD0uo,1.0,25.0,0.0,1.0,0.0,0.0,17.0,2.0,0.0,2.0,15.0,5.0,10.0,1.0,3.0,0.0,60.0,49.0,11.0,Facebook Login Videos HD,1.0
b7e5bc93-b5b7-47d5-95da-199958f264d9,1.0,PT,20200827,11.0,0.0,0.0,82.0,50.0,5.0,5.0,5.0,3.0,772.0,1230.0,0.0,https://funnyplay.xyz/app/facebook.com/?lang=en&amp;key=K77HZ81qYvQK44DWajA2nqshJDwLJYkTdijaulk47PEiCFrP2lRs3qknpy6Rjs7YIWgojIrGXYG8GzFMYXREtBMqvG9i7ZuX5y97MOKIvPuJvmdoDMHOkwUNUORaxm7cuUd1ONioN4SvPuDx26YA5B68qpSDTeL5zM0HcmOCjNeIZCtz3dJo3I0WL7l6Lw3oF5udWks3,1.0,25.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,2.0,15.0,5.0,10.0,1.0,3.0,0.0,60.0,49.0,11.0,Facebook Login Videos HD,1.0
55e72361-713a-4028-8804-fb1a5c9d692c,1.0,PT,20200827,11.0,0.0,0.0,100.0,33.0,3.0,3.0,3.0,2.0,140.0,523.0,3.0,https://invest-brasil.com/app/facebook.com/?lang=en&amp;key=F5dJVKqI6LZ9zeBTLzuXBtf03wUq2IzqROfATMOCkI2ZqmeTKYbOzwHUsKauoa0KTZUHQnfvosqNYlKsdEKn627QjgxyyphaRX7nPB9APfb6CSHezLezm5XdD1SEVxKD0hKz2cGVKUpZDNqfPwH7QupCZ99qkkX9TScjzxngPZrres4ZCf8GuVJVvIC1hYx0aSPGC8lB,1.0,17.0,0.0,3.0,0.0,0.0,17.0,1.0,0.0,1.0,10.0,5.0,5.0,1.0,12.0,0.0,60.0,36.0,24.0,Facebook application,1.0
589265a6-0e5a-477c-a414-8421b3cd0968,1.0,PT,20200827,20.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,2301.0,2294.0,0.0,https://firstrenderersltd.com/public/media/js/SG-0XD757785-Partuculier/,0.0,65.0,0.0,0.0,0.0,0.0,68.0,4.0,0.0,28.0,7.0,4.0,3.0,1.0,5.0,0.0,211.0,71.0,140.0,SociÃ©tÃ© GÃ©nÃ©rale | Connexion,1.0
d16029b0-9972-4166-b46c-1925f704a695,1.0,PT,20200827,12.0,0.0,0.0,58.0,80.0,5.0,5.0,5.0,3.0,359.0,628.0,0.0,http://whatsgottwothumbs.com/OMM/OMM/Office365.php,0.0,4.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0,3.0,3.0,3.0,0.0,1.0,4.0,0.0,67.0,22.0,45.0,One Drive,1.0
e45e1066-cfe0-44be-adc5-03013eb5c0fa,1.0,PT,20200827,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,38.0,109.0,1.0,http://ca35990.tmweb.ru/,0.0,3.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,51.0,27.0,24.0,Connectez vous PayPal a votre compte,1.0
c0188c1d-d36e-479d-bae1-d7dd503175f8,1.0,PT,20200827,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,38.0,109.0,1.0,http://ca35990.tmweb.ru/myaccount/signin/?country.x=US&locale.x=en_US,0.0,3.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,51.0,27.0,24.0,Connectez vous PayPal a votre compte,1.0
ea22af76-7a0e-4f0a-9325-893d78afe1f6,1.0,PT,20200827,7.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,50.0,148.0,0.0,http://34.121.228.186/enjk2mk2ssmksm/es_com.rsi.php,0.0,23.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,4.0,3.0,1.0,1.0,4.0,0.0,34.0,19.0,15.0,Bawag,1.0
317b203f-7ef6-44ad-b251-662882bb8962,1.0,PT,20200827,5.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,14.0,42.0,1.0,"https://secure.runescape.com-zx.ru/m=weblogin/loginform832,497,214,53529126,2167",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0
11b453b9-f3b0-4846-8e21-ab8c9d5e505b,1.0,PT,20200827,6.0,0.0,0.0,100.0,60.0,4.0,4.0,5.0,2.0,94.0,283.0,0.0,http://companydoc-a1c66.web.app,0.0,19.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,1.0,10.0,4.0,6.0,1.0,9.0,0.0,64.0,37.0,27.0,Outlook Web App,1.0
1a39b19b-c77d-4399-8f92-3033b1a3a2f1,1.0,PT,20200827,6.0,0.0,0.0,100.0,75.0,4.0,4.0,5.0,2.0,94.0,283.0,0.0,https://companydoc-a1c66.web.app/,0.0,19.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,1.0,10.0,4.0,6.0,1.0,9.0,0.0,64.0,37.0,27.0,Outlook Web App,1.0
99982284-7d04-498f-b179-829477229ded,1.0,PT,20200827,8.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,62.0,107.0,1.0,https://streamshroud.ru.com/,1.0,6.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,51.0,34.0,17.0,Suspected phishing site | Cloudflare,0.0
ea5c956c-439d-4190-8df1-a742f32c7312,1.0,PT,20200827,1.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,https://dba-gmbh.de/.../ARB-REF/webcss/,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,Access forbidden!,0.0
06623296-7be3-45c3-b883-bec81720be38,1.0,PT,20200827,34.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,357.0,353.0,0.0,https://orientalrugcleanings.com/wp-includes/gpt-2/capitalsms/Capitalone/,4.0,7.0,0.0,0.0,0.0,0.0,84.0,17.0,0.0,43.0,5.0,4.0,1.0,1.0,4.0,0.0,242.0,115.0,127.0,,1.0
355b50d1-d0bb-4fd9-a623-fbc6f3385377,1.0,PT,20200827,34.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,352.0,349.0,0.0,https://orientalrugcleanings.com/wp-includes/gpt-2/capitalsms/Capitalone/,4.0,7.0,0.0,0.0,0.0,0.0,84.0,17.0,0.0,43.0,5.0,4.0,1.0,1.0,4.0,0.0,242.0,115.0,127.0,,1.0
08e38263-8561-4ef6-864c-b85c0b9ace7e,1.0,PT,20200827,6.0,0.0,0.0,17.0,50.0,2.0,2.0,2.0,2.0,472.0,473.0,0.0,http://rehabalt.ca/wp-content/plugins/apikey/chase/firstlog.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=NDgwMTIwMDU5NDgwMTIwMDU5&amp;session=NDgwMTIwMDU5NDgwMTIwMDU5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,30.0,28.0,2.0,Sign in,1.0
72671f68-9084-40cb-999f-b434e828361b,1.0,PT,20200827,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,139.0,138.0,1.0,http://paypal-secuirty.tk/af96f3935f9d3ff73d3230dcc0732ba2MWVlZjcxODUyZGMxMTU2NWVmNDc2YTM2NTM2MDI3Mzg=/resolution/,0.0,13.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,5.0,5.0,3.0,2.0,1.0,2.0,0.0,52.0,28.0,24.0,Log in to your Î¡ayÎ¡al account,1.0
ca6794d6-c1f5-460c-b8e1-f78faa6519f1,1.0,PT,20200827,6.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,88.0,85.0,0.0,http://unlimitedrackspace.com/xp/toda/,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,2.0,Site not found Â· DreamHost,0.0
a7185b1d-e449-42d6-ad56-d3023febfa1c,1.0,PT,20200827,62.0,0.0,0.0,100.0,69.0,12.0,18.0,13.0,3.0,1309.0,3646.0,5.0,http://www.prunescape.com.au/,0.0,59.0,1.0,2.0,1.0,1.0,184.0,47.0,7.0,26.0,30.0,9.0,21.0,0.0,2.0,0.0,593.0,257.0,336.0,The domain name prunescape.com.au is for sale,0.0
649aa7a3-d0b4-4bf2-9887-c60bebb3b972,1.0,PT,20200827,62.0,0.0,0.0,100.0,64.0,12.0,18.0,12.0,3.0,1309.0,3646.0,5.0,https://www.prunescape.com.au/,0.0,59.0,1.0,2.0,1.0,1.0,184.0,47.0,7.0,26.0,30.0,9.0,21.0,0.0,2.0,0.0,593.0,257.0,336.0,The domain name prunescape.com.au is for sale,0.0
cb900863-557e-494f-a85f-5b49b8a76c50,1.0,PT,20200827,62.0,0.0,0.0,100.0,67.0,12.0,17.0,13.0,3.0,1309.0,3646.0,5.0,http://prunescape.com.au/,0.0,59.0,1.0,2.0,1.0,1.0,184.0,47.0,7.0,26.0,30.0,9.0,21.0,0.0,2.0,0.0,593.0,257.0,336.0,The domain name prunescape.com.au is for sale,0.0
6591689c-8c25-4942-831d-4e2b7d864120,1.0,PT,20200827,62.0,0.0,0.0,100.0,64.0,11.0,16.0,11.0,3.0,1309.0,3646.0,5.0,https://dan.com/buy-domain/prunescape.com.au?redirected=true&tld=com.au,0.0,59.0,1.0,2.0,1.0,1.0,184.0,47.0,7.0,26.0,30.0,9.0,21.0,0.0,2.0,0.0,593.0,257.0,336.0,The domain name prunescape.com.au is for sale,0.0
ec98a115-f66e-4fe8-9092-1b43d5f6e572,1.0,PT,20200827,62.0,0.0,0.0,100.0,62.0,12.0,17.0,11.0,3.0,1309.0,3646.0,5.0,https://prunescape.com.au/,0.0,59.0,1.0,2.0,1.0,1.0,184.0,47.0,7.0,26.0,30.0,9.0,21.0,0.0,2.0,0.0,593.0,257.0,336.0,The domain name prunescape.com.au is for sale,0.0
d8dca61e-567f-4570-997f-13b9f9c5c8d1,1.0,PT,20200827,1.0,0.0,0.0,100.0,0.0,1.0,1.0,2.0,1.0,97.0,171.0,0.0,https://xn--c3ca7brwp8cb5a8bdr7kqe.com/wp-admin/user/m0Go/1b46e5f31b11b4bdd3147981106e5215/?login=&amp;?auth=2&amp;home=1&amp;from=PortalLanding&amp;client-request-id=bcc7c79d-ad79-43ec-9c70-d12e378805d20cDovL3d3dy5hc@,9.0,1.0,0.0,0.0,0.0,0.0,53.0,5.0,0.0,15.0,0.0,0.0,0.0,1.0,2.0,0.0,185.0,55.0,130.0,Allegro Logowanie - Zaloguj siÄ™ na swoje konto w Moje Allegro,1.0
97a35cc7-7eee-4941-a57e-02628834cc0d,1.0,PT,20200827,24.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,991.0,985.0,0.0,https://myee-pp.com/,1.0,2.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,47.0,1.0,0.0,1.0,2.0,4.0,0.0,237.0,98.0,139.0,Login,1.0
74067f6e-e926-45f4-93b3-4a5db624d6c8,1.0,PT,20200827,89.0,0.0,0.0,99.0,8.0,10.0,14.0,11.0,4.0,2972.0,4068.0,9.0,https://myeebilling-confirm.com/,192.0,135.0,0.0,5.0,0.0,0.0,233.0,1.0,4.0,452.0,52.0,40.0,12.0,2.0,9.0,0.0,2087.0,861.0,1226.0,"
        My EE login
    ",1.0
eaca191c-79db-43ef-a2e9-ef4d870cd957,1.0,PT,20200827,3.0,0.0,0.0,33.0,50.0,2.0,2.0,2.0,2.0,36.0,135.0,0.0,http://m.facebook.com------account--sec--center----repxk112412.schmittfamilyfarm.com/,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,3.0, Please confirm your Identity,0.0
b1baa4a1-4d85-441b-9ae7-d660e488a061,1.0,PT,20200827,12.0,0.0,0.0,8.0,0.0,3.0,6.0,3.0,2.0,18.0,18.0,0.0,http://sexeducation.atspace.com/,3.0,19.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,5.0,10.0,4.0,6.0,1.0,10.0,0.0,101.0,60.0,41.0,Login | Facebook,1.0
026084c2-a3f8-4a3f-981c-3b4d6dc445b5,1.0,PT,20200827,1.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,https://ldent.com/wp-admin/user/m0Go/cd5feb6d54c28c51e8b2aa502cb852a8/?login=&amp;?auth=2&amp;home=1&amp;from=PortalLanding&amp;client-request-id=bcc7c79d-ad79-43ec-9c70-d12e378805d20cDovL3d3dy5hc@,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,403 Forbidden,0.0
6b318e03-8f59-4be3-823c-34950bff9f6b,1.0,PT,20200827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db921cca-2389-4415-ba74-42d3f698298d,1.0,PT,20200827,15.0,0.0,0.0,100.0,33.0,3.0,3.0,3.0,1.0,516.0,983.0,1.0,https://ee-billinfo.com/account/index?ac=ee,13.0,5.0,0.0,1.0,0.0,0.0,134.0,0.0,0.0,189.0,5.0,2.0,3.0,2.0,6.0,0.0,777.0,246.0,531.0,"
        My EE login
    ",1.0
b34e28e4-9761-4a90-8384-493c2c75057b,1.0,PT,20200827,15.0,0.0,0.0,100.0,33.0,3.0,3.0,3.0,1.0,516.0,983.0,0.0,https://ee-checkbilling.com/account/index?ac=ee,13.0,5.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,189.0,5.0,2.0,3.0,2.0,6.0,0.0,777.0,246.0,531.0,"
        My EE login
    ",1.0
831cb7ef-de1c-489f-91bd-c0230bde218b,1.0,PT,20200827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b7279f0-b30c-4a16-a3a2-285f50e8bfdc,1.0,PT,20200827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b39566df-22e7-48d2-b2b5-afd52a71d9e2,1.0,PT,20200827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22df9c13-4a33-410e-ba94-56c2a97a5992,1.0,PT,20200827,23.0,0.0,0.0,100.0,0.0,3.0,3.0,3.0,3.0,371.0,384.0,1.0,http://rakuten-if.com,30.0,51.0,0.0,1.0,0.0,0.0,29.0,3.0,0.0,36.0,12.0,9.0,3.0,2.0,51.0,0.0,229.0,169.0,60.0,æ¥½å¤©e-NAVI: ãƒ­ã‚°ã‚¤ãƒ³ç”»é¢,1.0
