UUID,label,source,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,Cookies,secure,session,httponly,JSGlobalVar,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,URL,OutGoingLinks,sensitive,session & httponly,folder,sensitive_label,hash_value
022881a4-c35b-4f9a-8711-fb93a491a938,1.0,PT,190.0,10.0,0.0,68.0,19.0,8.0,11.0,0.0,0.0,0.0,534.0,237.0,297.0,Mit PayPal rundum sicher geschÃ¼tzt,12.0,12.0,5.0,7.0,19.0,29.0,0.0,0.0,100.0,20.0,4.0,5.0,4.0,4.0,609.0,2069.0,http://nirmalind.com/shop/wp-admin/includes/9644iui_3636,7.0,0.0,2.0,20200702_2,1.0,82a29b03d10ed2e36aea7a5dc2687ef7eed45cdb
66631480-4f16-4455-891c-41200e654dab,1.0,PT,60.0,2.0,2.0,5.0,23.0,12.0,11.0,1.0,4.0,1.0,165.0,82.0,83.0,eKk02gtPRGaoZlG41LkHGo_DY1ge0,1.0,1.0,1.0,0.0,34.0,23.0,0.0,0.0,100.0,33.0,5.0,6.0,6.0,3.0,490.0,1519.0,https://ekk02gtprgaozlg41lkhgo_dy1ge0.godaddysites.com/,2.0,1.0,0.0,20200702_2,1.0,11254f3d57cc214b2bc3c2ec7e1961b367e522bf
fa8fc197-fb01-472b-9a93-0892b6a71604,1.0,PT,34.0,2.0,0.0,7.0,8.0,6.0,2.0,2.0,9.0,0.0,94.0,79.0,15.0,Secure Message Center Password Authorization,0.0,0.0,0.0,0.0,81.0,18.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,126.0,347.0,https://game-message-portal.com/s/e?b=jmfamily&amp;m=ABDlsIu0E2TWMYhko37xTz6p&amp;c=ABC4W2RUMxaizw1mj3s4sLsY&amp;em=Christine.Cote@morganstanley.com,3.0,1.0,0.0,20200702_2,1.0,9ed1b0426ad2a151b1569ab1ac6da3138a6f6bc1
3589b37c-4914-4270-a24b-25fc9ec0a4ff,1.0,PT,106.0,29.0,2.0,114.0,13.0,4.0,9.0,2.0,14.0,0.0,526.0,390.0,136.0,Payer mes factures,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,14.0,50.0,2.0,2.0,2.0,2.0,842.0,1277.0,http://iamkevinfay.com/js/js/fr/cas-login-sfr-frFjspringcassecuritycheck/2542601cd68212a8900145e1479d42c2/,2.0,1.0,0.0,20200702_3,1.0,b8f25088bf160b4c20f3f5191b9b6b0a204cffe4
5fdd5a57-55cf-46ca-b2a1-0f33a449f197,1.0,PT,30.0,14.0,1.0,21.0,13.0,5.0,8.0,2.0,14.0,0.0,142.0,105.0,37.0,Web Mail,1.0,1.0,0.0,0.0,143.0,28.0,0.0,0.0,96.0,0.0,3.0,3.0,4.0,2.0,72.0,126.0,https://thecommitmentproject.net/wp-content/themes/tcp/images/index.htm,14.0,1.0,0.0,20200702_3,1.0,06b8f8bac3e6a9d990901a3a60d5b604ce3d2728
c31935c8-7a2c-4fc9-9968-45d7f91f58ee,1.0,PT,28.0,2.0,2.0,19.0,23.0,18.0,5.0,1.0,10.0,0.0,175.0,134.0,41.0,AT&T - Login,3.0,0.0,2.0,0.0,160.0,66.0,0.0,0.0,97.0,50.0,13.0,15.0,13.0,4.0,1613.0,2968.0,https://bibliotecabayer.org.ar/wp-admin/inz/att,15.0,1.0,0.0,20200702_3,1.0,c50dc916ff0122ad8265840561d4630367c4a08c
f8ba6f77-b913-4bf0-bd3f-cf1b6ee338d5,1.0,PT,56.0,4.0,3.0,3.0,16.0,11.0,5.0,1.0,14.0,1.0,144.0,92.0,52.0,Espace Client Orange,3.0,0.0,0.0,1.0,57.0,29.0,0.0,0.0,100.0,90.0,8.0,10.0,10.0,2.0,364.0,936.0,http://ixorboxclien.yolasite.com/,1.0,1.0,0.0,20200702_3,1.0,c8673cfc1411b03e7d9daf1c5352c8947a3d7c68
235bae08-faa4-4233-a00f-15226237267d,1.0,PT,27.0,1.0,1.0,2.0,26.0,24.0,2.0,1.0,6.0,1.0,130.0,93.0,37.0,HOME - ,2.0,0.0,2.0,1.0,61.0,37.0,0.0,0.0,49.0,80.0,13.0,15.0,15.0,5.0,875.0,2023.0,http://web-maintain.moonfruit.com/,1.0,1.0,1.0,20200702_3,1.0,9c156044c0ac2851c7a14ae50436fcb7842ef7da
e4103f21-91d6-4e94-a392-67c216ad6b45,1.0,PT,51.0,2.0,1.0,12.0,19.0,7.0,12.0,1.0,5.0,0.0,239.0,185.0,54.0,Einloggen oder neu anmelden | eBay,1.0,0.0,1.0,0.0,63.0,19.0,0.0,0.0,100.0,0.0,4.0,5.0,6.0,2.0,328.0,903.0,https://q4a.ir/cgi.ebay.de/?ws/eBayISAPI.dll?SignIn&amp;UsingSSL=1&amp;siteid=77&amp;co_partnerId=2&amp;pageType=2060353&amp;ru=https://www.ebay.de/myb/Summary,6.0,1.0,0.0,20200702_3,1.0,a3370d88fd413ebca7c7234cab6801d0f7795b74
3b4eae0f-ed29-4734-bbd5-2fad42d88d3a,1.0,PT,52.0,4.0,3.0,7.0,16.0,11.0,5.0,1.0,12.0,1.0,163.0,105.0,58.0,Identifiez-vous-avec-votre-compte,3.0,0.0,0.0,1.0,57.0,28.0,0.0,0.0,100.0,88.0,8.0,9.0,8.0,2.0,444.0,1010.0,https://identifiez-vous-avec-votre-compte.yolasite.com/,1.0,1.0,0.0,20200702_3,1.0,4ac1a74caab296c1cdbc651edf24fb4a7b0cf96b
745586e2-e94d-4ade-a323-bb85d11c3743,1.0,PT,59.0,13.0,2.0,21.0,18.0,13.0,5.0,1.0,5.0,0.0,279.0,183.0,96.0,"Google Drive - Cloud Storage & File Backup for Photos, Docs & More",10.0,1.0,2.0,1.0,78.0,53.0,0.0,0.0,25.0,88.0,5.0,8.0,9.0,2.0,1312.0,1329.0,http://anaximhost.com/clients/status/docsdrive/,15.0,1.0,0.0,20200702_3,0.0,4e23448edcf52c2f55ac349df9a812f6c7ab8c40
f1b2b356-69fd-4d59-847b-5aade9027672,1.0,PT,1649.0,9.0,4.0,252.0,32.0,26.0,6.0,3.0,15.0,0.0,3005.0,1563.0,1442.0,"Optimum | TV, Phone and Internet Support Home",4.0,1.0,0.0,0.0,32.0,54.0,0.0,0.0,31.0,58.0,12.0,14.0,13.0,4.0,783.0,3492.0,http://aladdinstar.com/op/,99.0,1.0,0.0,20200702_3,1.0,54805f3a1443481220bad0a057a7071cb850488b
79b1fc6c-c9c1-47fb-b022-6cd1fc60cc44,1.0,PT,16.0,0.0,0.0,5.0,5.0,3.0,2.0,1.0,2.0,0.0,52.0,28.0,24.0,Connectez-vous Ã  votre compte Î¡ayÎ¡al,1.0,0.0,1.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,53.0,140.0,http://accountchckecker-update-now.drpiza.com/accountasecurre/update-information--safety-and-securit/V4/myaccount/websc_login/?country.x=US&amp;locale.x=en_US,0.0,1.0,0.0,20200702_3,1.0,d1ef4150c42ab6ff8fbc943315d34d50736668ac
a669f250-ba2f-409e-b1a2-0317b056dddb,1.0,PT,23.0,108.0,0.0,4.0,27.0,13.0,14.0,1.0,41.0,0.0,1089.0,857.0,232.0,Bank of America | Confirmation Process ,0.0,0.0,0.0,0.0,305.0,37.0,0.0,0.0,11.0,0.0,1.0,1.0,1.0,1.0,69.0,255.0,http://saigonsportcity.com/wp-content/plugins/sas/,3.0,0.0,0.0,20200702_3,1.0,c0e91edbf3059928e1078eb8aff0d70a11eb4173
b7cfe63a-8d9f-48ee-ae52-fea1b296c626,1.0,PT,31.0,4.0,1.0,20.0,21.0,17.0,4.0,1.0,11.0,0.0,183.0,134.0,49.0,AT&T - Login,0.0,0.0,0.0,0.0,144.0,48.0,0.0,0.0,94.0,55.0,11.0,13.0,12.0,3.0,1577.0,2933.0,http://travelpura.com/skuk/index.php,15.0,1.0,0.0,20200702_3,1.0,b90b45ae8671ca270cbbc6da7549a7322cd4f594
dbe07142-e4d4-4c2a-b719-097c6b9364ec,1.0,PT,146.0,9.0,0.0,133.0,29.0,19.0,10.0,2.0,44.0,0.0,620.0,282.0,338.0,American Express Login,0.0,0.0,0.0,0.0,293.0,44.0,0.0,0.0,80.0,0.0,8.0,11.0,10.0,6.0,296.0,1069.0,http://xiangmushizhi.com/wp-content/themes/recon/amex/sett.php?cmd=login_submit&amp;id=0b3308f2204333211117950be8d2ff650b3308f2204333211117950be8d2ff65&amp;session=0b3308f2204333211117950be8d2ff650b3308f2204333211117950be8d2ff65,105.0,1.0,0.0,20200702_3,1.0,818b4e0943f8ee290c066a1b1662706648aaed66
0de0dc7f-3da9-4e62-92d0-25370a0f401d,1.0,PT,37.0,5.0,0.0,2.0,13.0,9.0,4.0,1.0,6.0,0.0,153.0,82.0,71.0,Secure payment form,3.0,0.0,0.0,1.0,23.0,28.0,0.0,0.0,100.0,86.0,6.0,7.0,7.0,3.0,257.0,598.0,https://bestwebfun.com/pt/gateway.html,0.0,1.0,0.0,20200702_3,1.0,3ce4d67c7a0fa127293a0f33b1b8e137f7f00e9b
740b9e83-f0b8-49bb-8f14-18487d886a7f,1.0,PT,24.0,1.0,1.0,5.0,8.0,5.0,3.0,1.0,12.0,0.0,96.0,32.0,64.0,Authorization,0.0,0.0,0.0,0.0,16.0,15.0,0.0,0.0,33.0,67.0,3.0,3.0,4.0,2.0,452.0,927.0,http://ijikc.co.in/sites/ijikc20/rating/ken7xx7y0p9/wemail_al.html/,4.0,1.0,0.0,20200702_3,1.0,392a4e07b558d0a982203618f473fd36d5e5cbbc
a09e780f-8867-47d4-8e46-fb59d007ef0e,1.0,PT,39.0,1.0,3.0,5.0,16.0,11.0,5.0,1.0,12.0,1.0,125.0,78.0,47.0,ATT,3.0,0.0,0.0,1.0,57.0,28.0,0.0,0.0,100.0,89.0,8.0,10.0,9.0,2.0,353.0,925.0,http://attys.yolasite.com/,1.0,1.0,0.0,20200702_3,1.0,665e9537db78790704ab821fe50f6114fdc9a17b
dfe8c0f3-11b8-492c-8033-a33391d93ce0,1.0,PT,35.0,1.0,0.0,8.0,6.0,4.0,2.0,2.0,16.0,0.0,144.0,58.0,86.0,Sign in Â· GitLab,2.0,2.0,0.0,2.0,9.0,9.0,0.0,0.0,100.0,0.0,2.0,2.0,2.0,1.0,994.0,4067.0,http://103.2.117.18/,1.0,1.0,0.0,20200702_3,1.0,9be8800f0fe163c78a2871f82c9e26640d4c0abf
65f9cb73-2236-4b17-a396-cb6409a4174e,1.0,PT,3.0,2.0,0.0,9.0,0.0,0.0,0.0,1.0,3.0,0.0,95.0,94.0,1.0,é‚®ç®±æ›´æ–°è®¾ç½®,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,48.0,50.0,https://shadedawg.com/n/,0.0,1.0,0.0,20200702_3,1.0,5bd7fd98899537943c17f85ffa44064ed8814285
91aa11bf-f784-4c1f-b05b-ca4ef2d81ad6,1.0,PT,2.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,4.0,0.0,83.0,83.0,0.0,Email Settings | Verification,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,40.0,43.0,http://sanoltechnologies.com/admin/english/pass.php,0.0,0.0,0.0,20200702_3,1.0,7291af279fe5294040eb3beabb39bf4c6a6e8b42
532a4964-7321-4e57-9e20-4d0a447430dc,1.0,PT,1.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,78.0,78.0,0.0,Email Settings | Verification,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,40.0,42.0,http://sanoltechnologies.com/admin/english/index.php,0.0,0.0,0.0,20200702_3,1.0,f9991051c0f70798fd31fdf1ff60279fa1982457
683ec551-8fd7-4c1c-9d5b-1d4c14fb3049,1.0,PT,23.0,6.0,0.0,2.0,6.0,0.0,6.0,1.0,9.0,0.0,72.0,42.0,30.0,Outlook Web App,1.0,0.0,1.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,24.0,70.0,http://staging.zoelifespasalon.com/wp/wp-content/wpp/owa/uvic/uvic.html,1.0,1.0,0.0,20200702_3,1.0,ae3c9e7c8115f7b57119942114d97d25bdd43c1e
a4012b02-f394-4fa9-b726-1bffde0c7f36,1.0,PT,19.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,57.0,23.0,34.0,Hï¿½ndler-Login,1.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,414.0,415.0,http://netplus21.de/mobile.de/login.php,3.0,1.0,0.0,20200702_3,1.0,c345025a341d0f495ded14fcd1f6a95d4c0e4a56
b8496f7f-9fa0-47ef-9731-2ff4252e200f,1.0,PT,23.0,1.0,0.0,18.0,8.0,4.0,4.0,1.0,6.0,0.0,141.0,104.0,37.0,Home,1.0,0.0,1.0,0.0,32.0,17.0,0.0,0.0,100.0,33.0,3.0,3.0,3.0,2.0,213.0,204.0,https://circuitodesignpr.com.br/AT_Secure/index.php,14.0,1.0,0.0,20200702_3,1.0,1fba5038e5cc76a9f0a3113d59d970946046127b
d5b2cb87-ad47-45cd-bb93-45f05f9ae3a3,1.0,PT,41.0,3.0,1.0,2.0,26.0,24.0,2.0,1.0,7.0,0.0,180.0,127.0,53.0,HOME - Docinfo9487,0.0,0.0,0.0,0.0,61.0,37.0,0.0,0.0,43.0,85.0,12.0,13.0,13.0,6.0,775.0,2484.0,http://orninfomail2903.moonfruit.com/,1.0,1.0,0.0,20200702_3,1.0,0b9e2ccbb52a3bf261667d3331df8ab59189f5d7
3209fedf-d06d-4ba9-bd6a-209f35be96b1,1.0,PT,53.0,2.0,2.0,12.0,32.0,10.0,22.0,2.0,32.0,0.0,296.0,233.0,63.0,Einloggen oder neu anmelden | eBay,2.0,2.0,0.0,2.0,78.0,35.0,0.0,0.0,86.0,0.0,6.0,13.0,13.0,4.0,400.0,1200.0,http://mail.midyatmimaritas.com/wp-includes/images/media/document/3253/,7.0,1.0,0.0,20200702_3,1.0,c71864f0e6ce40cd5e9d073920bc5a6a98fbc8e3
e1dbab61-cc7b-464e-858d-59fd62a362a1,1.0,PT,22.0,5.0,0.0,9.0,20.0,15.0,5.0,2.0,9.0,0.0,112.0,89.0,23.0,Blackboard Learn,5.0,0.0,1.0,0.0,161.0,30.0,0.0,0.0,27.0,33.0,3.0,3.0,4.0,2.0,1229.0,1607.0,http://monsuwiproperties.com/img/teams/838934/blackboard/index.php,0.0,1.0,0.0,20200702_3,1.0,17367121236d79eca5dd13880b32f86228041758
2d3333f5-6d71-4c7a-a37f-5efb8d1ae0be,1.0,PT,29.0,1.0,0.0,18.0,6.0,4.0,2.0,1.0,7.0,0.0,87.0,59.0,28.0,Login | FreeRentalSite.com,5.0,0.0,1.0,0.0,8.0,13.0,0.0,0.0,15.0,75.0,4.0,4.0,4.0,2.0,69.0,136.0,http://freerentalsite.com.home.login.securedupgradeaccess.com.mgccampus.com/,17.0,1.0,0.0,20200702_3,1.0,1604b881b78a9eff5d1a968a24202ac30eb2f449
aad6382d-ec83-4ac3-b415-58f99d642534,1.0,PT,73.0,2.0,0.0,4.0,5.0,1.0,4.0,1.0,6.0,2.0,136.0,55.0,81.0,AT&T ONLINE SERVICE,2.0,2.0,0.0,2.0,19.0,22.0,0.0,0.0,100.0,89.0,6.0,9.0,8.0,2.0,535.0,1671.0,https://forms.gle/E5FSF3GAkFTtr5xz9,3.0,0.0,0.0,20200702_3,1.0,b46f1180097697b9cd6fb833b9603225b6599af8
77bc4709-b494-42a1-8568-d454f1f497a9,1.0,PT,2.0,5.0,0.0,5.0,2.0,0.0,2.0,1.0,3.0,0.0,93.0,93.0,0.0,Citibank,2.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,44.0,42.0,https://www.citieid.com/kenya,4.0,1.0,0.0,20200702_3,1.0,1608481980efee6f4df577611b4597c98786524d
2780794f-3b39-4ca0-bb9d-5c0c03b5ab30,1.0,PT,201.0,20.0,10.0,48.0,207.0,146.0,61.0,2.0,9.0,4.0,760.0,382.0,378.0,Dropbox,12.0,7.0,2.0,4.0,88.0,392.0,0.0,0.0,100.0,40.0,27.0,44.0,34.0,9.0,6501.0,16889.0,https://www-dropbox-com.dropbox.lilyskitchen.skyfencenet.com/,7.0,1.0,1.0,20200702_3,1.0,8aface43e71914eef782f4641f7df8917aeb7649
e9e9a912-dd48-4ba2-9eda-4a237cf74bec,1.0,PT,17.0,1.0,0.0,2.0,7.0,3.0,4.0,2.0,6.0,0.0,61.0,30.0,31.0,Users,1.0,0.0,1.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,574.0,570.0,http://mani.documantal.cc/,0.0,1.0,0.0,20200702_3,1.0,4002575ada2f21a06862136573f1becf273c64e3
61f3f3ca-9066-45d5-9fef-25fbfad5cb5a,1.0,PT,71.0,31.0,0.0,2.0,10.0,4.0,6.0,3.0,4.0,0.0,202.0,114.0,88.0,Programa para el Bienestar del pueblo,0.0,0.0,0.0,0.0,43.0,47.0,0.0,0.0,87.0,73.0,15.0,17.0,16.0,3.0,3766.0,4373.0,https://bienestarenmexicovocid-19.blogspot.com/p/por-favor-espera-unos-segundos.html,1.0,0.0,0.0,20200702_3,1.0,67b4474337f6b5d842bab10177cae2a9995c2c5c
ed448f3e-29a5-4756-857b-a64ee03dece8,1.0,PT,38.0,2.0,1.0,2.0,26.0,24.0,2.0,1.0,9.0,0.0,163.0,109.0,54.0,HOME - Ictitservice,2.0,0.0,2.0,1.0,61.0,37.0,0.0,0.0,49.0,80.0,13.0,15.0,15.0,5.0,730.0,2440.0,http://ictservice1044.moonfruit.com/,1.0,1.0,1.0,20200702_3,1.0,4ece8ee8c57d51c326ccb10e163f394f245b14dc
bda056f6-9260-4bd5-8fe6-163543f39072,1.0,PT,33.0,1.0,1.0,2.0,26.0,24.0,2.0,1.0,10.0,0.0,148.0,96.0,52.0,HOME - Pontificia Universidad Javeriana,2.0,0.0,2.0,1.0,61.0,35.0,0.0,0.0,46.0,83.0,12.0,13.0,12.0,6.0,713.0,2421.0,http://javeriana-supportteam.moonfruit.com/,1.0,1.0,1.0,20200702_3,1.0,d71721e6b97c66dd642195bd37874002b07cac24
7f3c304a-2f87-4b6c-9c1c-b9a2ac53ab95,1.0,PT,3.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,69.0,69.0,0.0,DHL | Tracking System,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,75.0,0.0,2.0,2.0,3.0,2.0,143.0,160.0,http://207.241.227.38/31/items/output_69Ws1S_hggfYSH/kmex.html,0.0,1.0,0.0,20200702_3,1.0,e869e11752d328bdf4138658a942a5f90bccd9dd
56bf6066-f6f7-4fd9-bd5a-34a1f18fbf7a,1.0,PT,11.0,2.0,0.0,2.0,89.0,45.0,44.0,1.0,5.0,0.0,171.0,155.0,16.0,Login â€“ Norton Ndustrial,4.0,0.0,1.0,0.0,80.0,69.0,0.0,0.0,100.0,80.0,5.0,5.0,6.0,2.0,787.0,2314.0,https://nortondustrial.com/j/toda,1.0,1.0,0.0,20200702_3,1.0,eaff62ee4d5fb49105db71ba49b30b4fa82549c0
6bee157c-402e-4848-9f30-bd0e24ae5e3b,1.0,PT,350.0,15.0,2.0,57.0,27.0,20.0,7.0,1.0,15.0,0.0,682.0,193.0,489.0,The future of forms is here | Typeform,5.0,0.0,0.0,0.0,51.0,65.0,0.0,0.0,100.0,78.0,15.0,20.0,15.0,5.0,17079.0,18837.0,https://hunteralan.typeform.com/to/jvQx7t,19.0,0.0,0.0,20200702_3,0.0,ef4be3a17422519ebff8cabe1b4c53c616cb6ac2
2097d5ff-991c-4adc-99dc-28469bbdc093,1.0,PT,31.0,1.0,0.0,13.0,2.0,2.0,0.0,1.0,5.0,0.0,130.0,55.0,75.0,Webmail Login | 1&1 IONOS,1.0,0.0,1.0,0.0,1.0,17.0,0.0,0.0,100.0,0.0,2.0,2.0,3.0,2.0,816.0,813.0,https://jbimpex.com.pk//fd67mn/z,4.0,1.0,0.0,20200702_3,1.0,25bc3bb0418c1691c6138e67e6243b2310735d7d
4c9ccc44-091f-4430-9d1c-89155bc212a7,1.0,PT,2.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,83.0,83.0,0.0,Email Settings | Verification,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,67.0,33.0,4.0,4.0,3.0,3.0,24.0,23.0,http://promohinotruck.com/wp-content/plugins/indexx/en-tk/xcp.php?ema,0.0,0.0,0.0,20200702_3,1.0,8070d1a0b2b60f47b944521debd10020bb00e467
6cbd1dc6-731c-4658-8245-e681c568f0eb,1.0,PT,32.0,0.0,0.0,6.0,6.0,4.0,2.0,2.0,15.0,0.0,133.0,56.0,77.0,Sign in Â· GitLab,2.0,2.0,0.0,2.0,10.0,8.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,1082.0,4060.0,https://lab.nltvc.com/users/sign_in,1.0,1.0,0.0,20200702_3,1.0,889efc140425a0c745eee198f98c12856c229379
dcc8178d-3613-4647-8476-9651d70f9647,1.0,PT,266.0,43.0,0.0,53.0,18.0,13.0,5.0,1.0,8.0,1.0,595.0,266.0,329.0,Kgmarbel â€“ Just another WordPress site,0.0,0.0,0.0,0.0,66.0,63.0,0.0,0.0,100.0,0.0,1.0,1.0,2.0,1.0,3200.0,3187.0,https://kgmarbledesigns.com/,0.0,0.0,0.0,20200702_3,1.0,3fa6e772dfbedaa00fe9f636b4d95d409af72c13
46a9e098-96f1-4b35-8bf2-4a77b6bffc83,1.0,PT,26.0,0.0,0.0,7.0,2.0,2.0,0.0,1.0,3.0,0.0,61.0,27.0,34.0,Log in to your PayPal account,1.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,175.0,http://treeservicekalamazoo.net/Account-Details/home/,0.0,1.0,0.0,20200702_3,1.0,f87f32f6cf50e87d2dbde107682eb8a74a41245e
ada13b49-6ea1-475f-97b0-fcc049df99ca,1.0,PT,20.0,3.0,1.0,8.0,11.0,11.0,0.0,1.0,4.0,0.0,75.0,59.0,16.0,My Email Login,0.0,0.0,0.0,0.0,15.0,25.0,0.0,0.0,4.0,25.0,4.0,5.0,4.0,3.0,227.0,654.0,http://rnb51.com/bv/mweb.co.za/My%20Email%20Login.html,8.0,1.0,0.0,20200702_3,1.0,e231a85f4dd16f38697825e9d435206c6ab731a5
003cccb0-899f-4307-a293-e2a867149aad,1.0,PT,66.0,1.0,0.0,4.0,5.0,1.0,4.0,1.0,8.0,0.0,124.0,53.0,71.0,Get your $50 PayPal credit now!,2.0,2.0,0.0,2.0,19.0,21.0,0.0,0.0,100.0,88.0,6.0,8.0,7.0,2.0,530.0,1666.0,https://forms.gle/8tAUEve2TN3ry2Cx7,3.0,0.0,0.0,20200702_3,1.0,73b1104d3c924720136b692a97add33609ca2380
4956f45c-5ef3-4681-829b-7f968c5818bc,1.0,PT,82.0,1.0,0.0,4.0,5.0,1.0,4.0,1.0,9.0,0.0,144.0,56.0,88.0,Unlock your Phone,2.0,2.0,0.0,2.0,19.0,21.0,0.0,0.0,100.0,89.0,6.0,8.0,8.0,2.0,535.0,1674.0,https://forms.gle/C7HAGVSBu8N8Ug4p7,3.0,1.0,0.0,20200702_3,1.0,e7882e6cedbccb18dbc9d618ed4659d4f0b30062
66b3dc12-96fa-474b-b2ea-ec88e0ac48de,1.0,PT,20.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,66.0,42.0,24.0,Sign 1n | We Transfer.,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,38.0,67.0,3.0,3.0,3.0,2.0,1117.0,1123.0,http://kinstationery.com/4tr/login.php?ul=_LkeFUq_VJOXRTIPtoGYDw17dsfsfd18&fid.18InboxLight.aspxn.1774256418&fid.1r245964252813InboxLight94552_Product-email&email=nobody@mycraftmail.com,4.0,1.0,0.0,20200702_3,1.0,4a65da504bfaf7cdc8d9e2fbb4b60bebadd4b35f
60aa2beb-cb98-4a74-8645-160fdecde321,1.0,PT,33.0,3.0,0.0,16.0,0.0,0.0,0.0,1.0,4.0,0.0,89.0,31.0,58.0,M&T Bank,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,171.0,398.0,http://35.239.229.191/authenticate.html,0.0,1.0,0.0,20200702_3,1.0,555ffdc03e677a543208f89f6e60e0bc961f2fe1
82692085-a84e-47de-a4a0-780f89cfcc33,1.0,PT,28.0,2.0,2.0,19.0,24.0,19.0,5.0,1.0,10.0,0.0,176.0,135.0,41.0,AT&T - Login,2.0,0.0,1.0,0.0,167.0,82.0,0.0,0.0,56.0,60.0,15.0,20.0,21.0,4.0,1630.0,4059.0,http://maks-gum.pl/wordpress/wp-content/AT_T/,15.0,1.0,0.0,20200702_3,1.0,1dca671ab889aad6de8f9b4995a261037af41684
ff12e6a0-cca1-4156-9377-51378c2d96e3,1.0,PT,24.0,0.0,0.0,5.0,6.0,4.0,2.0,1.0,2.0,0.0,63.0,21.0,42.0,Login To Continue,1.0,0.0,1.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,84.0,257.0,http://developsys.net/iud/font/jibi/be98b6/en/season.php,0.0,1.0,0.0,20200702_3,1.0,4975ee66f60350c4d6aff5509cfd62fd3324780e
34983fc6-0207-42ee-a86a-32d0c7fe0529,1.0,PT,36.0,1.0,0.0,6.0,3.0,1.0,2.0,2.0,4.0,0.0,78.0,55.0,23.0,Webmail Login,0.0,0.0,0.0,0.0,52.0,17.0,0.0,0.0,100.0,0.0,1.0,1.0,2.0,1.0,104.0,201.0,https://codbo3-cod.com/Wemail/,5.0,1.0,0.0,20200702_3,1.0,88a13d0bec7302cde08d45ef4444eaf233342b78
847070a6-92d2-4184-8cb0-935bbac97da7,1.0,PT,44.0,5.0,1.0,7.0,13.0,2.0,11.0,2.0,23.0,0.0,122.0,82.0,40.0,OneDrive,8.0,4.0,7.0,4.0,17.0,291.0,0.0,0.0,100.0,33.0,4.0,10.0,6.0,2.0,27581.0,805.0,https://onedrive.live.com/view.aspx?resid=2CCDA0F55E51C04D!1056&amp;authkey=!AHVXdmahSk9xQIc,1.0,1.0,4.0,20200702_3,1.0,fe6278286985ce5a7333582db51ad16586039e58
2f6d32dd-1bde-4863-88ac-cdf514b6b882,1.0,PT,10.0,2.0,0.0,0.0,6.0,5.0,1.0,1.0,2.0,0.0,54.0,23.0,31.0,Dr1ve,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,100.0,60.0,5.0,5.0,6.0,2.0,825.0,1410.0,https://firebasestorage.googleapis.com/v0/b/f8g7tgf87gf9gf3g.appspot.com/o/hg%20f%207r76%3Df8%2Fvw%20r%20ff%3Dw3.html?alt=media&token=2fb553ec-62d7-41d6-959b-a072df35f8d5,0.0,1.0,0.0,20200702_3,0.0,d513b6bc7a480d544786aeb820a369fa1ee44f72
9301af0f-04de-490b-952a-f740731bbd64,1.0,PT,71.0,3.0,0.0,4.0,5.0,1.0,4.0,1.0,6.0,2.0,132.0,52.0,80.0,Confirm profile information!,2.0,2.0,0.0,2.0,19.0,22.0,0.0,0.0,100.0,89.0,6.0,9.0,8.0,2.0,447.0,1583.0,https://forms.gle/uGjm1KN5rRTUdArS6,3.0,0.0,0.0,20200702_3,1.0,9f305b6d942dd389d30c3a4d80b4bdf6d9740931
